01Sorszám_RMNY,01Sorszám_RMNY-S,cities,olimCities
493,,"Budapest=1, Cluj=1, Debrecen=1",Budapest
494,,Budapest=1,Budapest
495,,,
496,,"Budapest=3, Cluj=1, Gyöngyös=1",Budapest
497,,"Budapest=1, London=1",
498,,"Paris=1, Sibiu=1",
499,,Budapest=1,
500,,Budapest=2,
501,,"Budapest=1, London=1",
502,,Budapest=1,
503,,,Körmend
504,,Cluj=2,
505,,,Budapest
506,,Budapest=1,Sárospatak
507,,London=1,
508,,Budapest=1,
509,,London=1,
510,,Budapest=2,Budapest
511,,London=1,
512,,London=1,
513,,"Bratislava=1, Budapest=4, Nitra=1, Olomouc=1, Pápa=1, Tîrgu-Mureş=1",Budapest
514,,Budapest=1,
515,,,
516,,"Tîrgu Mureş=1",
517,,"Tîrgu Mureş=1",
518,,Güssing=1,
519,,"Alba Iulia=1, Bucureşti=4, Budapest=1, Cluj=1",
520,,"Budapest=1, Cluj=2",
521,,"Budapest=1, Sopron=1",
522,,"Leningrad=1, Moskva=1, Sofija=1",Hilandar
523,,"Braşov=6, Budapest=10, Cluj=2, Debrecen=1, Mediaş=1, Sibiu=11, Sighişoara=3, Tîrgu Mureş=1, Washington=1, Wien=1","Marosvásárhely, Sepsiszentgyörgy"
524,,"Braşov=6, Bratislava=1, Budapest=9, Cluj=4, Debrecen=1, Mediaş=1, Sibiu=9, Sighişoara=3, Tîrgu Mureş=1",Marosvásárhely
525,,"Budapest=5, Cluj=2, Debrecen=3, Hódmezővásárhely=1, Kecskemét=1, Pannonhalma=1, Pápa=1, Sárospatak=1, Szeged=1, Zalău=1","Budapest, Marosvásárhely, Sepsiszentgyörgy"
526,,London=1,
527,,Sighişoara=1,Kolozsvár
528,,"Budapest=4, Debrecen=1, Esztergom=1, Pécs=1, Spišská Nová Ves=1","Budapest, Csíksomlyó, Eger"
529,,Roma=1,
530,,Trnava=3,
531,,Budapest=3,Budapest
532,,"Budapest=1, Güssing=1",
533,,Güssing=1,
534,,"Güssing=1, Rožnava=1",
535,,,Körmend
536,,Göttingen=1,Németújvár
537,,Sopron=1,
538,,"Budapest=5, Cluj=1, ’s-Gravenhage=1, Leiden=1, London=2, München=1, Székesfehérvár=1, Tîrgu Mureş=1, Washington=1, Wien=1",
539,,"Budapest=7, Cluj=2, Debrecen=1, Pápa=1, Zalău=1","Budapest, Csurgó, Debrecen, Sárospatak"
540,,Budapest=1,
541,,"Bratislava=6, Bucureşti=1, Budapest=10, Cluj=2, Debrecen=2, Esztergom=1, Martin=1, Oponice=3, Sárospatak=1, Tata=1, Tîrgu Mureş=2","Csetnek, Késmárk, Nagyenyed"
542,,Budapest=1,
543,,,
544,,"Budapest=2, Tîrgu Mureş=3",
545,,"Tîrgu Mureş=1",
546,,"Budapest=4, Sibiu=2, Sighişoara=1, Tîrgu Mureş=1",Brassó
547,,"Budapest=4, Wien=1","Budapest, Győr"
548,,,
549,,"Alba Iulia=1, Banská Bystrica=1, Banská Štiavnica=1, Betliar=1, Bratislava=4, Brno=1, Budapest=15, Cambridge/USA=1, Cluj=1, Debrecen=2, Eger=2, Esztergom=1, Göttingen=1, Göttweig=1, Gyöngyös=2, Jena=1, Keszthely=1, Klosterneuburg=1, Kraków=2, Levoča=1, Pannonhalma=1, Pápa=1, Pécs=2, Sárospatak=1, Sibiu=1, Szeged=1, Tîrgu Mureş=2, Trnava=1, Varaždin=1, Veszprém=1, Wien=2, Wrocław=1",Nyitra
550,,,
551,,,
552,,"Bratislava=2, Budapest=5, Güssing=1, Pápa=1, Stockholm=1",Sárospatak
553,,"Bratislava=2, Budapest=6, Pápa=1, Stockholm=1","Budapest, Pápa, Sárospatak"
554,,"Bratislava=3, Budapest=7, Pápa=3, Stockholm=1",Sárospatak
555,,"Budapest=1, Wien=1",
556,,Budapest=2,Németújvár
557,,Budapest=6,
558,,,
559,,,
560,,"Budapest=1, Cambridge/USA=1, Debrecen=1, Pápa=1","London, Sárospatak"
561,,,
562,,"Halle=1, Martin=1, Rožnava=1",
563,,"Bratislava=1, Budapest=1",
564,,,
565,,"Alba Iulia=1, Budapest=5, Cluj=4, Kalocsa=1, Kraków=1, Poznań=1, Praha=1",
566,,Olomouc=1,
567,,"Budapest=1, London=1, Paris=1, Sibiu=1, Tîrgu Mureş=1",
568,,,
569,,"Budapest=1, Cambridge=2, Roma=1, Trenčin=1, Venezia=1",
570,,,
571,,Graz=1,
572,,"Budapest=3, Debrecen=1, Győr=1",
573,,,
574,,"Bratislava=1, Kežmarok=1, Kraków=1, Levoča=1",
575,,,
576,,"Banská Štiavnica=1, Bratislava=2, Budapest=7, Cluj=1, Halle=1, Kežmarok=1, Kremnica=1, Prešov=1, Wrocław=1","Németújvár, Sárospatak"
577,,,
578,,Bucureşti=1,
579,,Bucureşti=2,
580,,Leningrad=1,
581,,Moskva=1,
582,,Cluj=1,
583,,Cluj=1,
584,,"Budapest=11, Cluj=3, Debrecen=3, Košice=1, Levoča=1, London=1, Sárospatak=1, Szeged=1, Tîrgu Mureş=1",
585,,Budapest=2,
586,,Budapest=2,
587,,Budapest=1,
588,,"Budapest=2, Cambridge=1, Cluj=1, Madrid=1, Paris=1, Pécs=1, Venezia=1",
589,,Budapest=1,
590,,"Budapest=2, Levoča=2",
591,,Budapest=1,
592,,,
593,,Budapest=1,
594,,Budapest=1,
595,,"Budapest=2, Debrecen=1",
596,,Cluj=1,
597,,,
598,,Budapest=1,
599,,"Graz=1, München=1, Olomouc=1",
600,,,
601,Vacat!,,
602,,Budapest=1,
603,,Budapest=1,
604,,Budapest=3,
605,,,
606,,"Bucureşti=1, Cluj=1",
607,,Budapest=1,
608,,Budapest=2,
609,,"Budapest=10, Cluj=2, Debrecen=2, Esztergom=1, Pápa=1, Sárospatak=1, Szeged=1, Tîrgu Mureş=1",
610,,Debrecen=1,
612,,Cluj=1,
613,,,Budapest
614,,Budapest=3,
615,,Budapest=2,Debrecen
616,,"Budapest=1, Montbrison=1, Paris=1, Płock=1",
617,,Budapest=2,
618,,"Budapest=1, Sopron=1",
619,,Tranava=3,
620,,"Alba Iulia=1, Betliar=1, Budapest=8, Cluj=4, Debrecen=1, Eger=1, Esztergom=1, Gyöngyös=2, Győr=1, Kalocsa=1, Pannonhalma=1, Pécs=1, Sárospatak=1, Szeged=1, Székesfehérvár=1, Zagreb=1","Kolozsvár, Szombathely"
621,,,
622,,Levoča=1,
623,,"Budapest=3, Cluj=1",Sárospatak
624,,Cluj=1,
625,,"Budapest=1, Cluj=1",Budapest
626,,"Budapest=1, Cluj=2",Szászváros
627,,Cluj=2,
628,,Budapest=1,
629,,Budapest=1,
630,,"Budapest=2, Olomouc=1",
631,,,
632,,"Aiud=1, Alba Iulia=1, Bratislava=4, Brno=1, Budapest=10, Cluj=4, Debrecen=2, Dolný Kubín=1, Eger=1, Esztergom=1, Gyöngyös=2, Kalocsa=1, Košice=1, Martin=1, Nové=1, Pannonhalma=1, Pécs=1, Sárospatak=1, Szeged=2, Székesfehérvár=1, Veszprém=1, Zagreb=1","Kolozsvár, Malacky, Szepesváralja, Szombathely"
633,,"Alba Iulia=1, Bratislava=4, Brno=1, Budapest=9, Cluj=3, Debrecen=2, Dolný Kubín=1, Esztergom=1, Gyöngyös=5, Kalocsa=1, Martin=1, Pécs=1, Sárospatak=1, Szécsény=2, Szeged=2, Székesfehérvár=1, Veszprém=1","Kolozsvár, Szeged"
634,,"Sibiu=1, Wien=1",
635,,Budapest=2,
636,,,Sárospatak
637,,"Bratislava=1, Budapest=4",Sárospatak
638,,"Alba Iulia=1, Bratislava=1, Bucureşti=1, Budapest=8, Cluj=1, Debrecen=2, Göttingen=1, Győr=1, Jasov=1, Kalocsa=1, Košice=1, Kraków=3, Leiden=1, London=1, München=1, Pannonhalma=1, Płock=1, Poznań=2, Praha=2, Szeged=1, Tîrgu Mureş=1, Warszawa=3, Wrocław=2, Zirc=1",
639,,Debrecen=1,
640,,Cluj=1,
641,,Cluj=1,
642,,Kežmarok=1,
643,,,
644,,Cluj=1,
645,,Budapest=1,
646,,Budapest=4,
647,,Budapest=1,
648,,Budapest=2,
649,,Pannonhalma=1,Körmend
650,,,
651,,,
652,,"Alba Iulia=2, Bratislava=4, Budapest=13, Cluj=10, Debrecen=2, Jasov=1, Kalocsa=1, Kecskemét=1, København=1, Košice=1, Olomouc=1, Oponice=4, Prešov=1, Rožnava=1, Sabinov=1, Sárospatak=3, Szeged=1, Tîrgu Mureş=2, Topoľčianky=1, Vizsoly=1, Wien=1","Debrecen, Máramarossziget, Miskolc, Sopron"
653,,"Bratislava=1, Budapest=2",
654,,"Budapest=1, Kežmarok=1",
655,,"Budapest=1, Kežmarok=1",Sárospatak
656,,"Budapest=1, Kežmarok=1",
657,,"Budapest=1, Debrecen=2, Sárospatak=1, Tîrgu Mureş=1",
658,,"Budapest=1, Kežmarok=1",
659,,Kežmarok=1,
660,,Budapest=1,
661,,"Budapest=2, Cluj=1",Szatmárnémeti
662,,Budapest=3,
663,,Budapest=1,
664,,Budapest=2,
665,,"Aiud=1, Budapest=3, Cluj=3, Olomouc=1, Sárospatak=1","Kunszentmiklós, Marosvásárhely, Sepsiszentgyörgy"
666,,Budapest=1,
667,,,
668,,Budapest=1,
669,,,
670,,"Budapest=3, Tîrgu Mureş=1","Budapest, Szombathely, Zágráb"
671,,"Budapest=6, Cluj=1, Esztergom=1, Olomouc=1, Pannonhalma=1",Szombathely
672,,"Budapest=1, London=2",
673,,"Tîrgu Mureş=1",
674,,"Tîrgu Mureş=1",
675,,Sibiu=2,
676,,Budapest=2,Sárospatak
677,,"Bratislava=1, Budapest=5, Dolný Kubín=1, Halle=2, Kežmarok=2","Esztergom, Sárospatak"
678,,"Budapest=1, Kežmarok=1",
679,,Budapest=1,
680,,Budapest=1,Budapest
681,,Cluj=1,
682,,,
683,,Budapest=2,Budapest
684,,Budapest=1,
685,,Budapest=1,Budapest
686,,"Budapest=3, Cluj=1, Tîrgu Mureş=1",
687,,"Budapest=3, Cluj=1, Debrecen=1",
688,,,
689,,,
690,,"Budapest=1, Cluj=1",Budapest
691,,Budapest=1,
692,,Cluj=1,
693,,Budapest=1,
694,,,
695,,,
696,,,
697,,,
698,,,Budapest
699,,Budapest=1,
700,,,
701,,,Körmend
702,,,
703,,,
704,,Budapest=1,
705,,"Budapest=1, Debrecen=1, London=1, Sárospatak=1",
706,,"Tîrgu Mureş=1",
707,,"Tîrgu Mureş=1",
708,,"Tîrgu Mureş=1",
709,,"Budapest=4, Halle=1",Esztergom
710,,"Bratislava=1, Budapest=2, Halle=1, Kežmarok=1","Budapest, Sárospatak"
711,,"Bratislava=1, Budapest=4, Cluj=1, Halle=2, Kežmarok=2",
712,,Praha=1,
713,,"Budapest=2, Sárospatak=1",Alsósebes
714,,Kežmarok=1,
715,,"Banská Štiavnica=1, Budapest=4, Halle=1, Prešov=1, Sárospatak=1",
716,,Debrecen=1,
717,,,Budapest
718,,"Budapest=2, Cluj=1",
719,,"Agnita=1, Aiud=2, Alba Iulia=1, Braşov=1, Bratislava=1, Budapest=10, Cluj=4, Debrecen=2, Dolný Kubín=1, Eger=1, Keszthely=1, Kežmarok=2, Levoča=2, Odorhei=1, Pannonhalma=1, Prešov=1, Sárospatak=1, Sibiu=3, Tîrgu Mureş=4, Zagreb=1, Zirc=1","Arad, Késmárk, Sepsiszentgyörgy"
720,,,
721,,,"Brassó, Budapest"
722,,Budapest=1,
723,,,
724,,"Tîrgu Mureş=1",
725,,,
726,,"Bratislava=1, Budapest=3, Cluj=1, Gyöngyös=1, Pannonhalma=1, Wien=1",Németújvár
727,,,Budapest
728,,"Sárospatak,=1",
729,,Budapest=2,"Budapest, Sárospatak"
730,,Budapest=1,Leipzig
731,,"Budapest=2, Cluj=2, Zagreb=1",Kolozsvár
732,,"Alba Iulia=1, Bratislava=1, Budapest=1",
733,,"Budapest=1, Székesfehérvár=1","Budapest, Sárospatak"
734,,"Tîrgu Mureş=1",
735,,"Graz=1, Ljubljana=1",
736,,"Graz=1, Ljubljana=1",
737,,Graz=1,
738,,"Budapest=3, Cluj=1, Debrecen=1, Sárospatak=1",
739,,Kremnica=1,
740,,Braşov=1,
741,,Budapest=2,
742,,,
743,,"Budapest=1, Tîrgu Mureş=1",
744,,,
745,,"Budapest=3, Cambridge,=1, Madrid=1, Napoli=1, Oxford=1, Prešov=1",
746,,,
747,,,
748,,,
749,,Trnava=3,
750,,Berlin=1,
751,,,
752,,Sibiu=1,
753,,,
754,,Sibiu=2,
755,,,
756,,Budapest=1,
757,Vacat!,,
758,,"Budapest=2, Kremnica=1",
759,,Budapest=2,
760,,"Budapest=5, Cluj=1, Kežmarok=1",
761,,Budapest=1,
762,,"Budapest=2, Sibiu=1",
763,,,Pozsony
764,,"Budapest=1, Bytča=1",
765,,Budapest=4,
766,,"Budapest=6, Cluj=1, Debrecen=2",Budapest
767,,"Brno=1, Budapest=10, Cluj=3, Debrecen=1, Győr=1, Pannonhalma=1",Marosvásárhely
767,A,Wien=1,
768,,,
769,,,
770,,"Budapest=3, Cluj=1, Kežmarok=1",
771,,"Alba Iulia=1, Budapest=1",
772,,"Bratislava=1, Budapest=2, Eger=1",
773,,"Bratislava=2, Bucureşti=1, Budapest=10, Debrecen=1, Kežmarok=1, Kremnica=1, Martin=1, Nitra=1, Revúca=1, Sibiu=2, Tisovec=1",
774,,"Budapest=1, Debrecen=1",
775,,Debrecen=1,
776,,,Sárospatak
777,,Budapest=1,
778,,"Budapest=1, Debrecen=1",
779,,Cluj=2,
780,,"Bern=1, Budapest=1, Strängnäs=1",
781,,"Alba Iulia=1, Bratislava=3, Budapest=10, Cluj=3, Debrecen=1, Esztergom=1, Gyöngyös=2, Kalocsa=1, Pannonhalma=1, Pécs=1, Sárospatak=1, Veszprémi=1, Zagreb=1",
782,,,Budapest
783,,Budapest=1,
784,,Budapest=1,
785,,Budapest=2,Budapest
786,,"Budapest=3, Sárospatak=1, Sibiu=1, Tîrgu Mureş=1","Budapest, Budapest"
787,,"Budapest=1, Debrecen=1",
788,,Cluj=1,
789,,Budapest=2,
790,,"Budapest=3, Debrecen=2, Halle=1, Kežmarok=1, Sibiu=1, Tîrgu Mureş=1",Besztercebánya
791,,"Budapest=2, Cluj=1, Halle=1, Kežmarok=2",
792,,Budapest=1,
793,,"Bratislava=2, Budapest=3, Cluj=1, Nitra=1, Pápa=1, Sárospatak=1, Tîrgu Mureş=1","Kolozsvár, Sepsiszentgyörgy"
794,,Sibiu=1,
795,,Martin=2,
796,,Budapest=1,
797,,"Budapest=1, Martin=1",
798,,Halle=1,
799,,,Sárospatak
800,,,Sárospatak
801,,Budapest=1,
802,,Cluj=1,"Budapest, Sárospatak"
803,,Budapest=1,
804,,,
805,,"Budapest=1, Cluj=1",
806,,"Tîrgu Mureş=1",
807,,"Budapest=1, Cluj=1",
808,,"Alba Iulia=2, Bratislava=1, Budapest=3, Cluj=4, Debrecen=1, Gyöngyös=1, Pannonhalma=1, Sibiu=2, Sighişioara=1, Tîrgu Mureş=1",
809,,,
810,,"Budapest=2, Gyöngyös=1","Budapest, Szombathely"
811,,,
812,,,
813,,Budapest=1,
814,,"Budapest=2, Kežmarok=1",
815,,"Aiud=1, Budapest=5, Cluj=3, Kežmarok=1, Nyírkáta=1, Sárospatak=1, Sibiu=1, Tîrgu Mureş=1",Szombathely
816,,Budapest=1,
817,,"Budapest=2, Martin=1",
818,,Cluj=1,
819,,"Budapest=1, Martin=1",
820,,Budapest=1,
821,,"Budapest=2, Revúca=1",
822,,Budapest=1,
823,,"Budapest=1, Kežmarok=1, Revúca=1",
824,,"Budapest=3, Levoča=1",
825,,Martin=1,
826,,"Budapest=2, Debrecen=1",
827,,"Budapest=3, Halle=1",
828,,"Berlin=1, Bratislava=1, Budapest=4, Cluj=3, Pápa=1, Sárospatak=1, Spišská=1, Tîrgu Mureş=1",
829,,"Betliar=1, Bratislava=3, Brno=1, Budapest=5, Cluj=1, Debrecen=2, Göttingen=1, Keszthely=1, Kraków=3, Levoča=1, München=1, Pannonhalma=1, Pápa=1, Poznań=3, Szeged=1, Tîrgu Mureş=2, Wien=1, Wrocław=1",
830,,"Bratislava=1, Budapest=5, Cluj=2, Debrecen=2, Prešov=1, Sárospatak=1, Tîrgu Mureş=1","Szászváros, Szatmárnémeti"
831,,"Budapest=1, Cluj=1",
832,,,
833,,Budapest=1,
834,,Košice=1,
835,,Szeged=1,
836,,"Aiud=1, Alba Iulia=1, Budapest=11, Cluj=11, Debrecen=2, Eger=1, Keszthely=2, Pécs=1, Providence/R.=1, Sárospatak=1, Sibiu=4, Székesfehérvár=1, Tîrgu Mureş=7","Máramarossziget, Sepsiszentgyörgy"
837,,Budapest=1,
838,,"Budapest=3, Esztergom=1",Budapest
839,,Sibiu=1,
840,,Budapest=1,
841,,,
842,,"Braşov=2, Budapest=1",Kolozsvár
843,,Debrecen=1,
844,,Kremnica=1,
845,,Martin=1,
846,,"Aiud=1, Brasov=1, Bratislava=2, Budapest=11, Cluj=2, Debrecen=1, Dolny=1, Halle=1, Keszthely=1, Kežmarok=1, London=1, Martin=2, Olomouc=1, Praha=1, Sárospatak=1, Sibiu=1, Spišská Nová Ves=1, Stuttgart=1, Szeged=1, Tîrgu Mureş=2, Trenčin=1, Wien=1, Zagreb=1",Nyitra
847,,"Bratislava=1, Budapest=5",
848,,Budapest=1,
849,,Budapest=1,
850,,Gotha=1,
851,,Debrecen=1,
852,,"Budapest=2, Cluj=1, Halle=1, Kežmarok=1",Budapest
853,,Budapest=1,
854,,"Bratislava=2, Budapest=5, Esztergom=1, Győr=1, Halle=1",
855,,,
856,,,
857,,"Budapest=2, Cluj=2",Budapest
858,,Budapest=2,Budapest
859,,Budapest=1,
860,,"Budapest=2, Cluj=1, Graz=1","Budapest, Mikháza, Sepsiszentgyörgy"
861,,Budapest=5,
862,,Göttweig=1,
863,,"Budapest=3, Cluj=3, Debrecen=2, Sárospatak=1, Sibiu=1, Tîrgu Mureş=2",
864,,,
865,,"Budapest=2, Berlin=1, Csurgó=1, Sárospatak=1",
866,,Cluj=1,
867,,,
868,,"Alba Iulia=1, Bratislava=1, Budapest=5, Cluj=3, Debrecen=1, Esztergom=1, Gyöngyös=3, Olomouc=1, Pannonhalma=1, Zagreb=1",Szeged
869,,"Budapest=2, London=1",
870,,Budapest=1,
871,,,
872,,,
873,,"Budapest:=2, Debrecen=1, Sárospatak=1",
874,,"Budapest:=3, Cluj-Napoca:=1, Debrecen=1, Sárospatak=1",
875,,,
876,,Budapest=1,
877,,,
878,,,Sepsiszentgyörgy
879,,"Budapest=1, Cluj-Napoca=1",
1,,,
2,,,
3,,,
4,,,
4,A,,
5,,,
5,A,,
6,,,
7,,,
8,,,
9,,,
10,,,
11,,,
12,,,
13,,,
14,,,
15,,,
16,,,
17,,,
18,Vacat!,,
19,,,
20,,,
21,,,
22,,,
23,,,
24,,,
25,,,
26,,,
26,A,,
26,B,,
27,,,
27,A,,
28,,,
29,,,
30,,,
31,,,
32,,,
33,,,
33,A,,
34,,,
35,,,
36,,,
37,,,
38,,,
39,,,
40,,,
41,,,
42,,,
43,,,
44,,,
45,,,
46,,,
47,,,
48,,,
49,,,
50,,,
51,,,
52,,,
53,,,
53,A,,
54,,,
55,,,
56,,,
57,,,
58,,,
59,,,
60,,,
61,,,
62,,,
63,,,
64,,,
65,,,
66,,,
67,,,
68,,,
68,A,,
69,,,
70,,,
71,,,
72,,,
73,,,
74,,,
880,,,
881,,Braşov=2,
882,,Budapest=1,
883,,Budapest=1,
884,,Debrecen=1,
885,,Cluj-Napoca=2,
886,,"Alba Iulia=1",
887,,Budapest=1,
888,,"Budapest:=2, Debrecen=1",
889,,,
890,,"Bratislava=1, Budapest=2, Csurgó=1, Pannonhalma=1",
891,,"Budapest=2, Sighişoara=1",Budapest
892,,,
893,,Bratislava=1,
894,,"Bratislava=1, Budapest=3, Debrecen=1, Sárospatak=1",Székelykeresztúr
895,,"Budapest:=4, Cluj-Napoca:=2, Debrecen=1, Sárospatak=1, Tîrgu Mureş=1",
896,,,
897,,"Budapest=1, München=1",
898,,"Chicago=1, London=1, Stuttgart=1",
899,,Budapest=3,
900,,Budapest=1,
901,,"Budapest=2, Cluj-Napoca=1",
902,,"Budapest=3, Cluj-Napoca=1, Debrecen=1, Tîrgu Mureş=1",
903,,Sopron=4,
904,,"Budapest=5, Cluj-Napoca=1",
905,,"Budapest=3, Cluj-Napoca=1, Martin=1",
906,,,Losonc
907,,"Budapest=3, Cluj-Napoca=2, Debrecen=1, Olomouc=1, Praha=1",
908,,"Budapest=1, Debrecen=1",
909,,"Budapest=2, Cluj-Napoca=1, Debrecen=2, Sárospatak=1, Szeged=1",Betlér
910,,"Budapest=2, Sárospatak=1, Wien=1",
911,,Budapest=1,
912,,"Budapest=1, Wien=1",
913,,"Budapest=2, Sárospatak=1",
914,,"Budapest=1, Sárospatak=1",
915,,"Budapest=1, Sárospatak=1, Wien=1",
916,,Budapest=1,
917,,Bytča=1,
918,,,
919,,"Budapest=2, Cluj-Napoca=1, Debrecen=1, Tîrgu Mureş=1",
920,,,
921,,,
922,,Sibiu=1,
923,,,
924,,Budapest=1,
925,,"Budapest=4, Cluj-Napoca=1, Debrecen=1, Sárospatak=1, Tîrgu Mureş=1",
926,,,
927,,"Budapest=1, Debrecen=1",
928,,Budapest=1,
929,,,
930,,Debrecen=1,
931,,Debrecen=1,
932,,"Debrecen=1, Tîrgu Mureş=1",
933,,"Berlin=1, Bratislava=1, Budapest=5, Graz=1, Gyöngyös=1, Wien=1",
934,,Graz=1,
935,,Cluj-Napoca=1,
936,,,
937,,"Budapest:=3, Debrecen=1",
938,,Braşov=1,
939,,,
940,,Braşov=1,
941,,"Göttingen=1, Levoča=1",
942,,,
943,,Budapest=1,
944,,,
945,,Budapest=2,Budapest
946,,"Budapest=1, Martin=1",
947,,Braşov=2,
948,,Braşov=1,
949,,,
950,,Debrecen=1,
951,,,Sárospatak
952,,"Budapest=1, Praha=1",
953,,Budapest=1,
954,,"Budapest=2, Debrecen=1",
955,Vacat!,,
956,,Budapest=1,
957,,Budapest=1,
958,,Pápa=1,Debrecen
959,,"Braşov=2, Cluj-Napoca=3, Debrecen=1, Pápa=1, Sárospatak=1",Pozsony
960,,Budapest=1,
961,,"Bratislava=1, Budapest=4, Zagreb=1",
962,,"Budapest=4, Cluj-Napoca=1, London=1, Marburg=1, Wroclaw=1",Debrecen
963,,,
964,,Braşov=1,
965,,Budapest=1,
966,,Kežmarok=1,
967,,"Berlin=1, Budapest=3, Cluj-Napoca=1, Praha=1, Sárospatak=1",
968,,Budapest=1,
969,,,
970,,,
971,,"Budapest:=4, Cluj-Napoca:=2, Debrecen=1, Sárospatak=1",
972,,"Budapest=4, Cluj-Napoca=1",
973,,,
974,,"Budapest=1, Prešov=1",
975,,"Banská Bystrica=1, Budapest=2, Leipzig=1",
976,,"Budapest=1, Martin=1, Sárospatak=1",
977,,,
978,,"Budapest=3, Debrecen=1",
979,,,
980,,"Budapest=1, Cluj-Napoca=1, Praha=1",
981,,,
982,,Ljubljana=1,
983,,"Tîrgu Mureş=2",
984,,"Aiud=1, Budapest=3, Debrecen=1, Gyöngyös=1, Košice=1",
985,,Budapest=1,Eger
986,,"Debrecen=1, Praha=1",
987,,Budapest=2,
988,,"Bratislava=1, Budapest=1, Kežmarok=1, Martin=1",
989,,"Budapest:=3, Martin=1",
990,,,
991,,,
992,,"Budapest:=3, Cluj-Napoca=1, Debrecen=1, Sárospatak=1, Tîrgu Mureş=1",
993,,"Budapest=2, Cluj-Napoca=3, Sárospatak=1, Tîrgu Mureş=1",
994,,"Budapest:=4, Cluj-Napoca=1, Martin=1, Sárospatak=1, Tîrgu Mureş=1",
995,,"Budapest:=3, Cluj-Napoca=1, Debrecen=1, Sárospatak=1",
996,,"Bratislava=1, Budapest=3, Dolný Kubín=1, Kežmarok=2, Miskolc=1",
997,,Budapest=4,
998,,Budapest=1,
999,,Budapest=3,
1000,,"Budapest=1, Cluj-Napoca=1",Székelykeresztúr
1001,,,
1002,,"Budapest:=3, Cluj-Napoca=1, Martin=1",
1003,,"Budapest=2, Graz=1, Praha=1",
1004,,"Budapest=2, Cluj-Napoca=1",
1005,,,
1006,,Budapest=1,
1007,Vacat!,,
1008,,,
1009,,"Tîrgu Mureş=1",
1010,,,
1011,,"Budapest=4, Cluj-Napoca=2, Debrecen=1, Sárospatak=1, Tîrgu Mureş=1",
