01Sorszám_RMNY,01Sorszám_RMNY-S,cities,olimCities
2171,,"Bratislava=1, Budapest=3, Cluj-Napoca=2, Debrecen=2, Szeged=1, Târgu Mureş=1, Zagreb=1",
2172,,Budapest=1,
2173,,"Aiud=2, Budapest=4, Bucureşti=1, Cluj-Napoca=1, Târgu Mureş=1",
2174,,,
2175,,Budapest=1,
2176,,Budapest=1,
2177,,Levoča=1,
2178,,,
2179,,"Budapest=5, Cluj-Napoca=1, Levoča=1, Sárospatak=1",
2180,,Budapest=2,
2181,,Budapest=2,
2182,,Martin=1,
2183,,"Budapest=3, Cluj-Napoca=1, Zirc=1",
2184,,Prešov=1,
2185,,Budapest=2,
2186,,Budapest=1,
2187,,Budapest=1,
2188,,Budapest=1,
2189,,,
2190,,Martin=1,
2191,,"Budapest=2, Levoča=1, Martin=1, Prešov=1, Sopron=1",
2192,,"Budapest=2, Liptovský Mikuláš=1, Martin=1",
2193,,,
2194,,,
2195,,,
2196,,Budapest=1,
2197,,"Budapest=3, Cluj-Napoca=2, Debrecen=2, Oxford=1, Sárospatak=1, Szeged=2, Târgu Mureş=1",
2198,,,
2199,,Csurgó=1,
2200,,"Cluj-Napoca=1, Debrecen=1, Sárospatak=1, Sfântu Gheorghe=1, Târgu Mureş=1",Debrecen
2201,,"Budapest=3, Cluj-Napoca=2, Debrecen=1, London=1, Sárospatak=1, Szeged=1, Târgu-Mureş=1",
2202,,,"Esztergom, Levoča"
2203,,,
2204,,,
2205,,,
2206,,"Braşov=1, Budapest=2, Cluj-Napoca=1, Târgu Mureş=1",
2207,,Budapest=1,
2208,,"Braşov=1, Budapest=3, Cluj-Napoca=2, Debrecen=1, Sibiu=1, Sighişoara=1, Târgu Mureş=1",
2209,,"Budapest=5, Cluj-Napoca=2, Sighişoara=1",
2210,,"Braşov=1, Bucureşti=1, Budapest=3, Cluj-Napoca=2, Debrecen=1, Sibiu=1, Szeged=1",
2211,,"Praha=1, Zalau=1",
2212,,"Târgu Mureş=1, Sfântu Gheorghe=1",
2213,,,
2214,,,
2215,,,
2216,,"Budapest=2, Debrecen=1",
2217,,"Budapest=2, Debrecen=1",
2218,,,
2219,,Budapest=2,
2220,,"Budapest=1, Levoča=1",
2221,,"Budapest=2, Cluj-Napoca=1, Levoča=2",Pozsony
2222,,"Budapest=2, Martin=1, Pannonhalma=1, Regensburg=1, Sibiu=1",Nagyőr
2223,,"Banská Bystrica=1",
2224,,"Bratislava=1, Budapest=3, Cluj-Napoca=1, Prešov=1, Szarvas=1",
2225,,"Budapest=2, Dolný Kubín=1",
2226,,"Berlin=1, Budapest=3, Cluj-Napoca=2, Debrecen=2, Martin=1, Zagreb=1",
2227,,"Bratislava=1, Valašské=1",
2228,,"Banská Bystrica=1, Budapest=2",
2229,,Berlin=1,
2230,,Budapest=1,
2231,,"Budapest=3, Martin=1, Prešov=1, Sárospatak=1, Satu Mare=1, Tokaj=1, Târgu Mureş=1","Rozsnyó, Debrecen"
2232,,"Banská Bystrica=1, Budapest=3",
2233,,Berlin=1,
2234,,Budapest=1,
2235,,,
2236,,"Rajhrad=1, Wien=1",
2237,,,
2238,,"Brno=1, Budapest=3, Cluj-Napoca=1, London=1, Martin=1, Praha=1, Szeged=1, Zagreb=1",
2239,,,
2240,,,
2241,,"Halle=1, Sibiu=3",Brassó
2242,,"Bratislava=1, Budapest=1, Cluj-Napoca=1, Sibiu=3",
2243,,Budapest=1,
2244,,"Budapest=1, Liptovský Mikuláš=1",
2245,,Budapest=1,
2246,,Budapest=1,
2247,,"Budapest=3, Cluj-Napoca=1, Debrecen=2, Sárospatak=1, Szeged=2, Târgu Mureş=1",
2248,,"Budapest=3, Cluj-Napoca=1, Debrecen=2, Sárospatak=1, Szeged=2, Târgu Mureş=1",
2249,,"Budapest=3, Cluj-Napoca=2, Debrecen=2, Sárospatak=1, Szeged=2, Târgu Mureş=1",
2250,,"Budapest=3, Cluj-Napoca=1, Debrecen=2, Sárospatak=1, Szeged=2, Târgu Mureş=1",
2251,,"Târgu Mureş=1",
2252,,"Budapest=2, Cluj-Napoca=1",
2253,,Budapest=1,
2254,,Budapest=1,
2255,,,
2256,,,Sárospatak
2257,,Budapest=2,
2258,,Budapest=1,
2259,,"Budapest=4, Cluj-Napoca=2",
2260,,"Aiud=1, Budapest=1, Cluj-Napoca=2, Leipzig=1, Nižnij Novgorod=1, Sibiu=1, Târgu Mureş=2",Kolozsvár
2261,,,
2262,,Budapest=2,Debrecen
2263,,Martin=1,
2264,,Budapest=1,
2265,,"Budapest=3, Martin=1, Pápa=1",Budapest
2266,,"Alba Iulia=1, Bratislava=1, Budapest=1, Martin=1, Pápa=1, Pécs=1, Sibiu=1","Esztergom, Nyitra"
2267,,"Budapest=2, Prešov=1",
2268,,Martin=1,
2269,,Cluj-Napoca=1,
2270,,Cluj-Napoca=1,
2271,,"Budapest=2, Cluj-Napoca=1, Prešov=1, Sárospatak=1",
2272,,Budapest=1,
2273,,Budapest=1,
2274,,Budapest=1,
2275,,Budapest=1,
2276,,"Budapest=2, Leipzig=1, Levoča=1, Legnica=1, Wolfenbüttel=1",
2277,,Budapest=1,
2278,,Budapest=1,
2279,,"Budapest=4, Eger=1, Halle=1, Linz=1, Praha=1, Prešov=1",Zirc
2280,,Budapest=1,
2281,,Kalocsa=1,
2282,,"Budapest=1, Milano=1",
2283,,,
2284,,,
2285,,"Braşov=1, Bratislava=1, Halle=1, Sibiu=6",
2286,,"Budapest=1, Martin=1",
2287,,"Budapest=1, Martin=1",
2288,,Budapest=1,
2289,,Budapest=1,
2290,,"Banská Bystrica=1, Buchlov=1, Budapest=4, Prešov=1",
2291,,"Budapest=3, Košice=1, Kremnica=1, Levoča=1, Pécs=1",
2292,,Budapest=1,
2293,,"Budapest=5, London=1, Martin=2, Praha=1, Trnava=1",
2294,,Budapest=1,
2295,,Martin=1,
2296,,"Budapest=2, Martin=1",
2297,,"Budapest=3, Cluj-Napoca=3, Debrecen=1, Târgu Mureş=2",
2298,,"Berlin=1, Budapest=3, Cluj-Napoca=2, Debrecen=2, Sárospatak=1, Szeged=2, Târgu Mureş=1",
2299,,,
2300,,"Budapest=3, Cluj-Napoca=2, Debrecen=2, Sárospatak=1, Szeged=1, Târgu Mureş=1",
2301,,"Aiud=1, Budapest=4, Cluj-Napoca=2, Debrecen=1, Sárospatak=1, Târgu Mureş=2",
2302,,"Budapest=4, Cluj-Napoca=2, Debrecen=1, Sárospatak=1, Târgu Mureş=2",
2303,,Budapest=1,
2304,,"Aiud=1, Budapest=1, Cluj-Napoca=2, Debrecen=1, Esztergom=1, Kecskemét=1, Szeged=1",
2305,,"Budapest=3, Cambridge=1, Cluj-Napoca=2, Debrecen=1, Paris=1",
2306,,"Banská Bystrica=1, Bratislava=1, Budapest=4, Kremnica=1, Levoča=1, Miskolc=1",
2307,,"Bratislava=1, Budapest=2, Halle=1, Levoča=1, Martin=1, Miskolc=1, Szeged=1",Besztercebánya
2308,,Budapest=1,Berlin
2309,,"Budapest=2, Cluj-Napoca=2, Debrecen=1, London=1, Oxford=1, Sárospatak=1, Szeged=1, Târgu Mureş=1",
2310,,"Alba Iulia=1, Budapest=2, Cluj-Napoca=2, Debrecen=2, Košice=1, Sárospatak=1, Târgu Mureş=1",
2311,,Budapest=2,
2312,,Budapest=1,
2313,,,
2314,,"Budapest=4, Cluj-Napoca=3",
2315,,,
2316,,,
2317,,Budapest=1,
2318,,"Budapest=3, Cluj-Napoca=1",
2319,,Bratislava=1,
2320,,"Bratislava=1, Budapest=3, Debrecen=2, London=1, Martin=1, Praha=1, Sárospatak=1, Szeged=1, Zagreb=1",
2321,Vacat!,,
2322,,Budapest=1,
2323,,Levoča=1,Nagyszeben
2324,,"Budapest=4, Wrocław=1",
2325,,Budapest=1,
2326,,Budapest=1,
2327,,Sibiu=1,
2328,,Budapest=1,
2329,,Budapest=1,
2330,,"Budapest=1, Martin=1",
2331,,Prešov=1,
2332,,Budapest=1,
2333,,Budapest=3,
2334,,"Bratislava=1, Brno=1, Budapest=1, Kraków=1, Martin=1, Pannonhalma=1, Praha=1",
2335,,Martin=1,
2336,,"Budapest=1, Cluj-Napoca=1",
2337,,"Budapest=2, Martin=1",
2338,,"Budapest=2, Kraków=1, Martin=2, Pannonhalma=1",
2339,,Budapest=4,
2340,,"Budapest=3, Eger=1, Kežmarok=1, Pannonhalma=1",
2341,,"Bratislava=1, Budapest=4, Cluj-Napoca=1, Debrecen=1, Esztergom=1, Sopron=1, Szeged=1",
2342,,Budapest=1,
2343,,"Braşov=1, Budapest=3, Cluj-Napoca=1, Debrecen=1, Halle=1, Martin=1, Sibiu=1, Târgu Mureş=1",
2344,,"Budapest=3, Kremnica=1, Prešov=1",
2345,,"Bratislava=1, Martin=1",
2346,,Budapest=1,
2347,,"Bratislava=2, Budapest=2, Liptovský Mikuláš=2, Martin=2, Praha=1",
2348,,Budapest=1,
2349,,,
2350,,,
2351,,,
2352,,"Berlin=1, Budapest=4, Cluj-Napoca=1, Sárospatak=1",Budapest
2353,,"Budapest=1, Cluj-Napoca=1",
2354,,"Budapest=3, Cluj-Napoca=2, Debrecen=1, Martin=1, Sárospatak=1, Sibiu=1, Târgu Mureş=1",
2355,,"Târgu Mureş=1",
2356,,"Budapest=1, Halle=1, Martin=1, Nižnij Novgorod=2",
2357,,"Budapest=3, Cluj-Napoca=2, Debrecen=2, Sárospatak=1, Szeged=1, Târgu Mureş=1",
2358,,"Budapest=1, London=1, Washington=1, CERL=1",
2359,,Budapest=1,
2360,,"Budapest=3, Cluj-Napoca=2, Debrecen=2, London=1, Sárospatak=1, Szeged=1, Wien=1, Zagreb=1",
2361,,"Alba Iulia=1, Budapest=3, Cluj-Napoca=2, Debrecen=1, Levoča=1, Sárospatak=1, Sopron=1",
2362,,"Budapest=1, Debrecen=1, Sárospatak=1, Târgu Mureş=1",
2363,,Budapest=1,Budapest
2364,,"Budapest=3, Cluj-Napoca=1",
2365,,"Alba Iulia=1, Arad=1, Bucureşti=2, Budapest=2, Cluj-Napoca=1, Debrecen=1, Oradea=1, Pannonhalma=1, Sibiu=2",
2366,,"Budapest=1, Sibiu=1, Târgu Mureş=2",
2367,,Cluj-Napoca=1,
2368,,Budapest=2,
2369,,,
2370,,,
2371,,,
2372,,,
2373,,"Budapest=1, Levoča=1",Debrecen
2374,,"Berlin=1, Budapest=2",
2375,,Cluj-Napoca=1,
2376,,"Banská Bystrica=1",
2377,,,
2378,,Martin=1,
2379,,Budapest=2,
2380,,"Budapest=2, Levoča=1",
2381,,"Budapest=3, Cluj-Napoca=1, Sárospatak=1, Vác=1",
2382,,Budapest=1,Turócszentmárton
2383,,Budapest=1,
2384,,Košice=1,
2385,,Budapest=1,
2386,,Budapest=1,
2387,,,
2388,,"Budapest=1, Brno=1, Kraków=1, Rajhrad=1, Wien=1",
2389,,Budapest=1,
2390,,"Budapest=1, Cluj-Napoca=1, Gdańsk=1, Greifswald=1, Halle=1, London=1, Martin=1, Nižnij Novgorod=1, Oxford=1, Prešov=1, Strasbourg=1",Eperjes
2391,,,
2392,,Budapest=1,Debrecen
2393,,Sibiu=1,
2394,,"Budapest=3, Halle=1, Martin=1",
2395,,Budapest=2,
2396,,"Budapest=1, Trenčín=1",
2397,,Martin=1,
2398,,,
2399,,Budapest=1,
2400,,Budapest=1,
2401,,"Budapest=1, Debrecen=1, Sárospatak=1",
2402,,Budapest=1,
2403,,"Aiud=1, Budapest=3, Cluj-Napoca=2, Kecskemét=1, Oradea=1, Sibiu=1, Târgu Mureş=1",
2404,,"Budapest=3, Cluj-Napoca=2, Debrecen=2, Oradea=1, Sárospatak=1, Târgu Mureş=1",
2405,,"Budapest=3, Cluj-Napoca=2, Debrecen=2, Odorhei=1, Pápa=1, Sárospatak=1, Târgu Mureş=1",
2406,,"Budapest=1, Göttingen=1, Sibiu=1",
2407,,"Alba Iulia=1, Budapest=1, Debrecen=1, Pápa=2, Sighişoara=1, Târgu Mureş=1",
2408,,Budapest=1,
2409,,"Budapest=3, Cluj-Napoca=2, Debrecen=1, Jasov=1, Sárospatak=1, Szeged=1, Târgu Mureş=1",
2410,,"Budapest=1, London=1, Washington=1, CERL=1",
2411,,"Budapest=3, Kosice=1",
2412,,Praha=1,
2413,,Braşov=1,
2414,,Budapest=1,
2415,,"Budapest=2, Cluj=1, Sibiu=4, Sighişoara=1, Târgu Mureş=1",
2416,,"Braşov=1, Budapest=1",Marosvásárhely
2417,,,
2418,,"Dolný Kubín=1",
2419,,"Dolný Kubín=1",
2420,,,
2421,,Braşov=1,
2422,,Budapest=3,
2423,,Levoča=1,
2424,,"Budapest=1, Nižnij Novgorod=1",
2425,,Budapest=1,
2426,,"Banská Bystrica=1",
2427,Vacat!,,
2428,Vacat!,,
2429,,"Budapest=3, Gdańsk=1, Martin=1, Wittenberg=1","Szeben, Kassa"
2430,,"Budapest=1, Cluj-Napoca=2, Gdansk=1, Praha=1, Sárospatak=1, Sibiu=1, Szeged=1, Wittenberg=1",
2431,,"Budapest=3, Cluj-Napoca=1, Debrecen=1, Gdańsk=1, Kraków=1, Levoča=1, Liptovský Mikuláš=1, Praha=1",
2432,,"Cluj-Napoca=1, Meadville=1",
2433,,"Budapest=1, Greifswald=1, Halle=1, London=1, Martin=1, Nižnij Novgorod=1, Oxford=1, Prešov=1",
2434,,,
2435,,Praha=1,
2436,,"Cluj-Napoca=1, Meadville=1, Sárospatak=1, Sibiu=1, Târgu Mureş=1",
2437,,,Szászrégen
2438,,"Budapest=5, Spišská Nová Ves=1",
2439,,"Budapest=2, Liptovský Mikuláš=1, Martin=1",
2440,,"Budapest=3, Cluj-Napoca=1, Košice=1, Levoča=2, Martin=1",
2441,,"Budapest=3, Levoča=1, Martin=2",
2442,,Budapest=1,
2443,,"Budapest=4, Martin=1",
2444,,"Budapest=2, Martin=1",
2445,,Martin=1,
2446,,Praha=1,
2447,,"Banská Bystrica=1, Martin=1",
2448,,"Budapest=3, Martin=1",
2449,,Budapest=1,
2450,,"Budapest=3, Cambridge=1, Cluj-Napoca=2, Debrecen=1, Paris=1",
2451,,,
2452,,"Budapest=4, Cluj=1, Esztergom=1, Pápa=1, Sárospatak=1, Târgu Mureş=3, Zălau=1","Nagykőrös, Szentantal"
2453,,"Budapest=3, Cluj-Napoca=2, Debrecen=2, Sárospatak=1, Sfântu Gheorghe=1, Târgu Mureş=1",
2454,,"Târgu Mureş=1",
2455,,Martin=1,
2456,,Budapest=2,
2457,,"Budapest=3, Cluj-Napoca=3, Târgu Mureş=1",
2458,,Pápa=1,
2459,,"Budapest=5, Cluj-Napoca=1, Debrecen=1, Pannonhalma=1",Radvány
2460,,Budapest=1,Budapest
2461,,"Bratislava=1, Budapest=3, Cluj-Napoca=1, Debrecen=2, London=1, Sárospatak=1, Szeged=1, Târgu Mureş=1, Zagreb=1",
2462,,"Budapest=4, Martin=2",
2463,,"Aiud=1, Cluj-Napoca=1, Sibiu=1",
2464,,"Sibiu=1, Târgu Mureş=2",
2465,,,
2466,,Martin=1,
2467,,,"Betlér, Pozsony"
2468,,Budapest=2,
2469,,Budapest=1,
2470,,,
2471,,Budapest=1,
2472,,"Cluj-Napoca=1, Târgu Mureş=1",
2473,,Budapest=1,
2474,,"Budapest=2, Martin=1",
2475,,Martin=1,
2476,,"Budapest=1, Prešov=1",
2477,,"Bratislava=1, Martin=1, Praha=1",
2478,,Budapest=1,
2479,,Wien=1,
2480,,"Budapest=1, Martin=1, Pannonhalma=1",
2481,,,
2482,,"Bratislava=1, Budapest=1",
2483,,,
2484,,"Sárospatak=1, Sheffield=1",
2485,,"Budapest=3, Cluj-Napoca=1, Debrecen=2, Martin=1, Praha=1, Sárospatak=1, Szeged=1, Wien=1",
2486,,"Budapest=2, Debrecen=3","Sárospatak, Máramarossziget"
2487,,"Cluj-Napoca=1, Nižnij Novgorod=1, Oxford=1",
2488,,"Cluj-Napoca=1, Gundelsheim=1, Sfântu Gheorghe=1, Sibiu=5",
2489,,Sibiu=1,"Brassó, Szeben"
2490,,,
2491,,Martin=1,
2492,,,
2493,,"Budapest=3, Martin=1",
2494,,Budapest=2,
2495,,,
2496,,"Budapest=2, Debrecen=1, Martin=1",
2497,,Budapest=3,Nagykőrös
2498,,"Budapest=3, Cluj-Napoca=2, Debrecen=1, London=1, Sárospatak=1, Szeged=2, Târgu Mureş=1",
2499,,"Bratislava=1, Budapest=2, Cluj-Napoca=2, Debrecen=1, Sárospatak=1, Szeged=2, Târgu Mureş=1",
2500,,"Alba Iulia=1, Budapest=2, Cluj-Napoca=2, Debrecen=1, Pécs=1, Sibiu=1, Szeged=1, Târgu Mureş=1",
2501,,,
2502,,"Budapest=3, Cluj-Napoca=2, Debrecen=2, München=1, Sárospatak=1, Szeged=1, Târgu Mureş=1",
2503,,,
2504,,"Aiud=1, Budapest=3, Cluj-Napoca=2, Debrecen=1, Sárospatak=1, Sibiu=1, Târgu Mureş=1",
2505,,"Budapest=3, Cluj-Napoca=1, Csurgó=1, Debrecen=1, Pannonhalma=1, Pápa=1, Sárospatak=1, Sibiu=1",
2506,,Budapest=1,
2507,,"Budapest=3, Odorhei=1, Sárospatak=1, Sibiu=1, Sfântu Gheorghe=1",Kecskemét
2508,,Levsča=1,
2509,,,
2510,,"Budapest=3, Cluj-Napoca=1",
2511,,Budapest=1,
2512,,Budapest=1,
2513,,,
2514,,,Brassó
2515,,Braşov=1,
2516,,"Târgu Mureş=1",
2517,,"Aiud=1, Budapest=2",
2518,,"Budapest=1, Târgu Mureş=1",Brassó
2519,,Budapest=1,Nagyenyed
2520,,,
2521,,Budapest=1,
2522,,"Berlin=1, Budapest=1, Martin=1, Oradea=1, Sibiu=1",
2523,,"Târgu Mureş=1",
2524,,Budapest=2,
2525,,"Nižnij Novgorod=1",
2526,,,Kolozsvár
2527,,Budapest=1,
2528,,Levoča=1,
2529,,Budapest=1,
2530,,Sibiu=1,Turócszentmárton
2531,,Budapest=1,
2532,,"Budapest=1, Cluj-Napoca=1, Niznij Novgorod=1",
2533,,Budapest=1,
2534,,"Budapest=2, Liptovský Mikuláš=1",
2535,,Kežmarok=1,
2536,,Budapest=1,
2537,,Kežmarok=1,
2538,,Budapest=1,
2539,,Budapest=1,
2540,,Budapest=1,
2541,,Budapest=1,
2542,,,
2543,,Budapest=1,
2544,,,Kismarton
2545,,Budapest=1,
2546,,Budapest=1,
2547,,"Halle=1, London=1, Nižnij Novgorod=1",
2548,,Debrecen=1,
2549,,"Budapest=3, Cluj-Napoca=1, Debrecen=2, Sárospatak=1, Sfântu Gheorghe=1, Szeged=1, Târgu Mureş=1",
2550,,"Budapest=3, Debrecen=2, Oxford=1",Nagyenyed
2551,,,
2552,,"Bratislava=1, Budapest=3",
2553,,"Budapest=1, Plzeň=1, Praha=3, Wien=1",
2554,,Budapest=1,
2555,,,Nyitra
2556,,"Martin=1, Praha=1",
2557,,,Budapest
2558,,"Bratislava=1, Budapest=3, Cluj-Napoca=2, Debrecen=2, Sárospatak=1, Târgu Mureş=1",
2559,,"Budapest=4, Cluj-Napoca=2, Csurgó=1, Debrecen=1, Sárospatak=2, Târgu Mureş=1, Zalau=1","Kiskunhalas, Székelykeresztúr, Debrecen"
2560,,"Budapest=2, Cluj-Napoca=1, Olomouc=1, Sfântu Gheorghe=1, Sibiu=1",
2561,,,
2562,,"Nižnij Novgorod=1",Budapest
2563,,Cluj-Napoca=1,
2564,,"Budapest=3, Cluj-Napoca=1",
2565,,"Budapest=2, Cluj-Napoca=1",
2566,,,Szatmárnémeti
2567,,,Budapest
2568,,"Braşov=1, Budapest=1",
2569,,"Braşov=1, Budapest=1",
2570,,Braşov=1,
2571,,"Braşov=3, Budapest=1, Cluj-Napoca=2, Sibiu=5, Sighişoara=2",Medgyes
2572,,Budapest=1,
2573,,Alba=1,
2574,,"Aiud=1, Budapest=2",
2575,,"Budapest=2, Cluj-Napoca=2, Sibiu=1, Târgu Mureş=1",Szatmár
2576,,,
2577,,Budapest=1,
2578,,Budapest=1,
2579,,Martin=1,
2580,,,
2581,,"Budapest=1, Cluj-Napoca=2, Debrecen=1, Kežmarok=1, Kremnica=1, Levoča=1, Martin=1, Praha=1, Sighişoara=1",
2582,,"Budapest=1, Levoča=1",
2583,,"Budapest=1, Levoča=1",Budapest
2584,,"Budapest=1, Praha=1",
2585,Vacat!,,
2586,,Budapest=3,
2587,,Cluj-Napoca=1,
2588,,Martin=1,
2589,,Budapest=1,
2590,,Budapest=1,
2591,,Budapest=1,Turócszentmárton
2592,,"Budapest=1, Levoča=1",
2593,,"Budapest=1, Esztergom=1",
2594,,Budapest=1,
2595,,"Budapest=1, Martin=1, Pannonhalma=1",
2596,,Budapest=1,Turócszentmárton
2597,,"Bratislava=1, Budapest=3, Cluj-Napoca=2, Debrecen=1, London=1, Târgu Mureş=1, Zagreb=1",
2598,,"Budapest=4, Košice=1, Martin=1, Szeged=1",Budapest
2599,,Budapest=2,
2600,,,
2601,,Bratislava=1,
2602,Vacat!,,
2603,Vacat!,,
2604,,"Bratislava=1, Budapest=4, Cluj-Napoca=2, Debrecen=2, Sárospatak=1, Szeged=2, Târgu Mureş=1",
2605,,"Budapest=1, Târgu Mureş=1",
2606,,Budapest=1,
2607,,,
2608,,Budapest=1,
2609,,Budapest=1,Turócszentmárton
2610,,,
2611,,Wrocław=1,
2612,,"Bratislava=1, Budapest=4, Miskolc=1, Prešov=1",
2613,,"Budapest=1, Levoča=1",
2614,,,
2615,,Budapest=1,
2616,,,
2617,,"Bratislava=1, Budapest=3, Cluj-Napoca=2, Debrecen=1, London=1, Sárospatak=1, Szeged=1, Târgu Mureş=1",
2618,,"Budapest=2, Göttingen=1, London=1, Wolfenbüttel=1",
2619,,Budapest=1,
2620,,Csurgó=1,
2621,,"Budapest=4, Cluj-Napoca=1",Sárospatak
2622,,"Budapest=3, Cluj-Napoca=2, Debrecen=2, Sárospatak=1, Szeged=1, Târgu Mureş=1, Wien=1",
2623,,"Budapest=3, Cluj-Napoca=2, Debrecen=2, Sárospatak=1, Szeged=1, Târgu Mureş=1",
2624,,"Cluj=1, Sibiu=1",
2625,,,
1027,A,Martin=1,
1035,A,Budapest=1,
103,A,Braşov=1,
104,A,,
1078,A,"Budapest=1, Roma=1",
1104,A,Debrecen=2,
112,A,,
1143,A,Debrecen=1,
156,,,
157,,,
158,,,
159,,,
160,,,
161,,,
162,,,
163,,,
164,,,
165,,,
166,,,
167,,,
168,,,
169,,,
170,,,
171,,,
172,Vacat!,,
173,,,
174,,,
175,,,
176,,,
177,,,
178,,,
179,,,
180,,,
181,,,
182,,,
183,,,
184,,,
185,,,
186,,,
187,,,
188,,,
189,,,
190,,,
191,,,
192,,,
193,,,
194,,,
195,,,
196,,,
197,,,
198,,,
199,,,
200,,,
200,A,,
201,,,
202,,,
203,,,
204,,,
205,,,
206,,,
207,,,
208,,,
209,,,
210,Vacat!,,
211,,,
212,,,
213,,,
214,,,
215,,,
1214,A,"Budapest=4, Cluj-Napoca=3, Sárospatak=1",
1260,A,Wolfenbüttel=1,
1425,A,Debrecen=1,
1558,A,,
160,A,Budapest=1,
1631,A,Brzotin=1,
1708,A,Budapest=2,
1882,A,"Bucureşti=1, Budapest=1, Cluj=1, Iaşi=1, Sibiu=2",
191,A,Wolfenbüttel=1,
191,B,Wolfenbüttel=2,
192,A,Wolfenbüttel=1,
2018,A,,Firenze
2145,A,Sibiu=1,
2187,A,,
2342,A,Sibiu=2,
2343,A,Sibiu=9,
2371,A,,
2406,A,Göttingen=1,
240,A,Wien=1,
2421,A,"Budapest=1, Târgu Mureş=1",Marosvásárhely
2436,A,,
2457,A,Budapest=1,
2457,B,Budapest=1,
2565,A,Budapest=2,
2606,A,"Budapest=1, Chicago=2, London=1, New York=1, CERL=1",
2606,B,Budapest=1,
265,A,,
276,A,,
308,A,Cluj=1,
308,B,Cluj=1,
337,A,Debrecen=1,
337,B,Debrecen=1,
339,A,,
375,A,"Braşov,=1",
439,A,,
446,A,Budapest=1,
455,A,,
471,A,Budapest=1,
498,A,Halle=2,
49,A,Iaşi=1,
500,A,Halle=3,
500,B,Halle=2,
520,A,"Bucureşti=1, Cluj=2, Leningrad=1, Moskva=1, Plovdiv=1",
568,A,Bratislava=4,
577,A,Sibiu=1,
597,A,,
677,A,Budapest=1,
71,A,Budapest=1,
71,B,Cluj=1,
734,A,Sighişoara=1,
836,A,"Pavia=1, Toulouse=1",
875,A,London=2,
88,A,Budapest=1,Marosvásárhely
899,A,Pápa=4,
993,A,"Budapest=1, Wolfenbüttel=2",
99,A,Leningrad=1,
,,,
277,A,Csíkszereda=1,
278,A,Csíkszereda=1,
409,A,Csíkszereda=1,
430,A,Csíkszereda=1,
507,A,Csíkszereda=1,
337,C,Csíkszereda=1,
,,Centuriae=1,
,,,
,,,
